fecha,municipio,colonia,dia_semana,hora,mes,cutzamala_pct,riesgo_municipio,reportes_7d,tandeo
2023-01-03,Nicolás Romero,La Colmena,1,13,1,54.0,0.85,13,1
2023-01-03,Nicolás Romero,San José el Vidrio,1,14,1,54.0,0.85,12,0
2023-01-03,Nicolás Romero,Loma del Río,1,9,1,54.0,0.85,16,1
2023-01-03,Ecatepec,Ciudad Azteca,1,20,1,54.0,0.8,11,1
2023-01-03,Ecatepec,San Cristóbal,1,19,1,54.0,0.8,15,1
2023-01-03,Ecatepec,Las Américas,1,15,1,54.0,0.8,7,1
2023-01-03,Chimalhuacán,San Lorenzo,1,13,1,54.0,0.78,5,0
2023-01-03,Chimalhuacán,Xochiaca,1,18,1,54.0,0.78,14,1
2023-01-03,Naucalpan,El Molinito,1,10,1,54.0,0.7,6,1
2023-01-03,Naucalpan,San Mateo,1,10,1,54.0,0.7,5,1
2023-01-03,Tlalnepantla,San Juan Ixhuatepec,1,11,1,54.0,0.66,6,0
2023-01-03,Tlalnepantla,La Loma,1,19,1,54.0,0.66,7,1
2023-01-03,Tecámac,Ojo de Agua,1,8,1,54.0,0.58,5,1
2023-01-03,Cuautitlán Izcalli,La Perla,1,17,1,54.0,0.52,3,0
2023-01-03,Iztapalapa (CDMX),San Lorenzo Tezonco,1,8,1,54.0,0.62,5,0
2023-01-03,Iztapalapa (CDMX),Santa María Aztahuacán,1,10,1,54.0,0.62,4,0
2023-01-03,Tlalpan (CDMX),Padierna,1,6,1,54.0,0.4,1,0
2023-01-03,Coyoacán (CDMX),Los Reyes,1,15,1,54.0,0.3,0,0
2023-01-04,Nicolás Romero,Lomas de San Miguel,2,8,1,54.0,0.85,12,1
2023-01-04,Nicolás Romero,Progreso Industrial,2,10,1,54.0,0.85,8,1
2023-01-04,Nicolás Romero,La Colmena,2,9,1,54.0,0.85,10,0
2023-01-04,Nicolás Romero,San José el Vidrio,2,14,1,54.0,0.85,6,1
2023-01-04,Nicolás Romero,Loma del Río,2,18,1,54.0,0.85,11,0
2023-01-04,Ecatepec,Ciudad Azteca,2,13,1,54.0,0.8,8,1
2023-01-04,Ecatepec,San Cristóbal,2,6,1,54.0,0.8,10,1
2023-01-04,Ecatepec,Las Américas,2,16,1,54.0,0.8,7,1
2023-01-04,Chimalhuacán,San Lorenzo,2,19,1,54.0,0.78,2,1
2023-01-04,Chimalhuacán,Xochiaca,2,6,1,54.0,0.78,1,1
2023-01-04,Naucalpan,El Molinito,2,12,1,54.0,0.7,8,1
2023-01-04,Naucalpan,San Mateo,2,8,1,54.0,0.7,8,1
2023-01-04,Tlalnepantla,San Juan Ixhuatepec,2,6,1,54.0,0.66,9,1
2023-01-04,Tlalnepantla,La Loma,2,20,1,54.0,0.66,2,0
2023-01-04,Tecámac,Ojo de Agua,2,13,1,54.0,0.58,6,0
2023-01-04,Cuautitlán Izcalli,La Perla,2,15,1,54.0,0.52,6,1
2023-01-04,Iztapalapa (CDMX),San Lorenzo Tezonco,2,18,1,54.0,0.62,2,0
2023-01-04,Iztapalapa (CDMX),Santa María Aztahuacán,2,6,1,54.0,0.62,8,0
2023-01-04,Tlalpan (CDMX),Padierna,2,7,1,54.0,0.4,5,0
2023-01-04,Coyoacán (CDMX),Los Reyes,2,13,1,54.0,0.3,1,0
2023-01-05,Nicolás Romero,Lomas de San Miguel,3,14,1,54.0,0.85,10,1
2023-01-05,Nicolás Romero,Progreso Industrial,3,21,1,54.0,0.85,6,1
2023-01-05,Nicolás Romero,La Colmena,3,9,1,54.0,0.85,5,0
2023-01-05,Nicolás Romero,San José el Vidrio,3,7,1,54.0,0.85,11,1
2023-01-05,Nicolás Romero,Loma del Río,3,14,1,54.0,0.85,7,0
2023-01-05,Ecatepec,Ciudad Azteca,3,6,1,54.0,0.8,6,0
2023-01-05,Ecatepec,San Cristóbal,3,7,1,54.0,0.8,10,0
2023-01-05,Ecatepec,Las Américas,3,19,1,54.0,0.8,10,1
2023-01-05,Chimalhuacán,San Lorenzo,3,16,1,54.0,0.78,13,0
2023-01-05,Chimalhuacán,Xochiaca,3,9,1,54.0,0.78,3,1
2023-01-05,Naucalpan,El Molinito,3,16,1,54.0,0.7,7,0
2023-01-05,Naucalpan,San Mateo,3,19,1,54.0,0.7,8,0
2023-01-05,Tlalnepantla,San Juan Ixhuatepec,3,10,1,54.0,0.66,3,1
2023-01-05,Tlalnepantla,La Loma,3,10,1,54.0,0.66,9,1
2023-01-05,Tecámac,Ojo de Agua,3,19,1,54.0,0.58,3,0
2023-01-05,Cuautitlán Izcalli,La Perla,3,10,1,54.0,0.52,2,0
2023-01-05,Iztapalapa (CDMX),San Lorenzo Tezonco,3,6,1,54.0,0.62,5,0
2023-01-05,Iztapalapa (CDMX),Santa María Aztahuacán,3,8,1,54.0,0.62,6,1
2023-01-05,Tlalpan (CDMX),Padierna,3,11,1,54.0,0.4,2,0
2023-01-05,Coyoacán (CDMX),Los Reyes,3,11,1,54.0,0.3,0,0
2023-01-06,Nicolás Romero,Lomas de San Miguel,4,18,1,54.0,0.85,13,1
2023-01-06,Nicolás Romero,Progreso Industrial,4,11,1,54.0,0.85,12,1
2023-01-06,Nicolás Romero,La Colmena,4,12,1,54.0,0.85,6,1
2023-01-06,Nicolás Romero,San José el Vidrio,4,7,1,54.0,0.85,11,0
2023-01-06,Nicolás Romero,Loma del Río,4,19,1,54.0,0.85,10,1
2023-01-06,Ecatepec,Ciudad Azteca,4,14,1,54.0,0.8,16,1
2023-01-06,Ecatepec,San Cristóbal,4,14,1,54.0,0.8,7,1
2023-01-06,Ecatepec,Las Américas,4,20,1,54.0,0.8,7,1
2023-01-06,Chimalhuacán,San Lorenzo,4,19,1,54.0,0.78,13,1
2023-01-06,Chimalhuacán,Xochiaca,4,21,1,54.0,0.78,8,1
2023-01-06,Naucalpan,El Molinito,4,18,1,54.0,0.7,8,1
2023-01-06,Naucalpan,San Mateo,4,8,1,54.0,0.7,6,0
2023-01-06,Tlalnepantla,San Juan Ixhuatepec,4,7,1,54.0,0.66,5,0
2023-01-06,Tlalnepantla,La Loma,4,21,1,54.0,0.66,2,0
2023-01-06,Tecámac,Ojo de Agua,4,20,1,54.0,0.58,1,0
2023-01-06,Cuautitlán Izcalli,La Perla,4,9,1,54.0,0.52,3,0
2023-01-06,Iztapalapa (CDMX),San Lorenzo Tezonco,4,12,1,54.0,0.62,4,0
2023-01-06,Iztapalapa (CDMX),Santa María Aztahuacán,4,12,1,54.0,0.62,5,0
2023-01-06,Tlalpan (CDMX),Padierna,4,15,1,54.0,0.4,2,0
2023-01-06,Coyoacán (CDMX),Los Reyes,4,8,1,54.0,0.3,0,0
2023-01-07,Nicolás Romero,Lomas de San Miguel,5,10,1,54.0,0.85,10,1
2023-01-07,Nicolás Romero,Progreso Industrial,5,10,1,54.0,0.85,15,1
2023-01-07,Nicolás Romero,La Colmena,5,11,1,54.0,0.85,13,0
2023-01-07,Nicolás Romero,San José el Vidrio,5,18,1,54.0,0.85,10,1
2023-01-07,Nicolás Romero,Loma del Río,5,15,1,54.0,0.85,4,0
2023-01-07,Ecatepec,Ciudad Azteca,5,10,1,54.0,0.8,8,0
2023-01-07,Ecatepec,San Cristóbal,5,19,1,54.0,0.8,5,0
2023-01-07,Ecatepec,Las Américas,5,12,1,54.0,0.8,4,1
2023-01-07,Chimalhuacán,San Lorenzo,5,18,1,54.0,0.78,8,1
2023-01-07,Chimalhuacán,Xochiaca,5,16,1,54.0,0.78,5,0
2023-01-07,Naucalpan,El Molinito,5,11,1,54.0,0.7,7,0
2023-01-07,Naucalpan,San Mateo,5,12,1,54.0,0.7,4,0
2023-01-07,Tlalnepantla,San Juan Ixhuatepec,5,14,1,54.0,0.66,4,0
2023-01-07,Tlalnepantla,La Loma,5,20,1,54.0,0.66,3,0
2023-01-07,Tecámac,Ojo de Agua,5,6,1,54.0,0.58,5,1
2023-01-07,Cuautitlán Izcalli,La Perla,5,12,1,54.0,0.52,1,0
2023-01-07,Iztapalapa (CDMX),San Lorenzo Tezonco,5,6,1,54.0,0.62,1,1
2023-01-07,Iztapalapa (CDMX),Santa María Aztahuacán,5,11,1,54.0,0.62,6,0
2023-01-07,Tlalpan (CDMX),Padierna,5,14,1,54.0,0.4,0,1
2023-01-07,Coyoacán (CDMX),Los Reyes,5,8,1,54.0,0.3,1,0
2023-01-08,Nicolás Romero,Lomas de San Miguel,6,12,1,54.0,0.85,8,0
2023-01-08,Nicolás Romero,Progreso Industrial,6,12,1,54.0,0.85,10,1
2023-01-08,Nicolás Romero,La Colmena,6,17,1,54.0,0.85,12,0
2023-01-08,Nicolás Romero,San José el Vidrio,6,8,1,54.0,0.85,6,1
2023-01-08,Nicolás Romero,Loma del Río,6,7,1,54.0,0.85,10,0
2023-01-08,Ecatepec,Ciudad Azteca,6,17,1,54.0,0.8,4,1
2023-01-08,Ecatepec,San Cristóbal,6,11,1,54.0,0.8,9,0
2023-01-08,Ecatepec,Las Américas,6,11,1,54.0,0.8,3,1
2023-01-08,Chimalhuacán,San Lorenzo,6,20,1,54.0,0.78,9,0
2023-01-08,Chimalhuacán,Xochiaca,6,6,1,54.0,0.78,7,1
2023-01-08,Naucalpan,El Molinito,6,7,1,54.0,0.7,7,0
2023-01-08,Naucalpan,San Mateo,6,19,1,54.0,0.7,3,1
2023-01-08,Tlalnepantla,San Juan Ixhuatepec,6,15,1,54.0,0.66,3,0
2023-01-08,Tlalnepantla,La Loma,6,8,1,54.0,0.66,8,1
2023-01-08,Tecámac,Ojo de Agua,6,21,1,54.0,0.58,1,1
2023-01-08,Cuautitlán Izcalli,La Perla,6,16,1,54.0,0.52,2,0
2023-01-08,Iztapalapa (CDMX),San Lorenzo Tezonco,6,10,1,54.0,0.62,4,1
2023-01-08,Iztapalapa (CDMX),Santa María Aztahuacán,6,21,1,54.0,0.62,4,0
2023-01-08,Tlalpan (CDMX),Padierna,6,9,1,54.0,0.4,1,0
2023-01-08,Coyoacán (CDMX),Los Reyes,6,16,1,54.0,0.3,1,0
2023-01-09,Nicolás Romero,Lomas de San Miguel,0,7,1,53.65,0.85,7,1
2023-01-09,Nicolás Romero,Progreso Industrial,0,8,1,53.65,0.85,7,0
2023-01-09,Nicolás Romero,La Colmena,0,7,1,53.65,0.85,6,1
2023-01-09,Nicolás Romero,San José el Vidrio,0,12,1,53.65,0.85,5,1
2023-01-09,Nicolás Romero,Loma del Río,0,16,1,53.65,0.85,13,1
2023-01-09,Ecatepec,Ciudad Azteca,0,13,1,53.65,0.8,9,1
2023-01-09,Ecatepec,San Cristóbal,0,7,1,53.65,0.8,7,1
2023-01-09,Ecatepec,Las Américas,0,10,1,53.65,0.8,11,1
2023-01-09,Chimalhuacán,San Lorenzo,0,12,1,53.65,0.78,12,1
2023-01-09,Chimalhuacán,Xochiaca,0,12,1,53.65,0.78,5,1
2023-01-09,Naucalpan,El Molinito,0,17,1,53.65,0.7,7,1
2023-01-09,Naucalpan,San Mateo,0,6,1,53.65,0.7,10,1
2023-01-09,Tlalnepantla,San Juan Ixhuatepec,0,20,1,53.65,0.66,8,1
2023-01-09,Tlalnepantla,La Loma,0,15,1,53.65,0.66,8,1
2023-01-09,Tecámac,Ojo de Agua,0,10,1,53.65,0.58,4,0
2023-01-09,Cuautitlán Izcalli,La Perla,0,21,1,53.65,0.52,9,1
2023-01-09,Iztapalapa (CDMX),San Lorenzo Tezonco,0,15,1,53.65,0.62,4,1
2023-01-09,Iztapalapa (CDMX),Santa María Aztahuacán,0,9,1,53.65,0.62,6,0
2023-01-09,Tlalpan (CDMX),Padierna,0,7,1,53.65,0.4,1,0
2023-01-09,Coyoacán (CDMX),Los Reyes,0,13,1,53.65,0.3,2,0
2023-01-10,Nicolás Romero,Lomas de San Miguel,1,6,1,53.65,0.85,15,0
2023-01-10,Nicolás Romero,Progreso Industrial,1,6,1,53.65,0.85,9,0
2023-01-10,Nicolás Romero,La Colmena,1,10,1,53.65,0.85,12,1
2023-01-10,Nicolás Romero,San José el Vidrio,1,7,1,53.65,0.85,5,1
2023-01-10,Nicolás Romero,Loma del Río,1,9,1,53.65,0.85,11,1
2023-01-10,Ecatepec,Ciudad Azteca,1,21,1,53.65,0.8,13,1
2023-01-10,Ecatepec,San Cristóbal,1,21,1,53.65,0.8,6,1
2023-01-10,Ecatepec,Las Américas,1,20,1,53.65,0.8,7,1
2023-01-10,Chimalhuacán,San Lorenzo,1,15,1,53.65,0.78,8,1
2023-01-10,Chimalhuacán,Xochiaca,1,9,1,53.65,0.78,8,1
2023-01-10,Naucalpan,El Molinito,1,7,1,53.65,0.7,8,0
2023-01-10,Naucalpan,San Mateo,1,17,1,53.65,0.7,13,1
2023-01-10,Tlalnepantla,San Juan Ixhuatepec,1,7,1,53.65,0.66,5,1
2023-01-10,Tlalnepantla,La Loma,1,9,1,53.65,0.66,4,1
2023-01-10,Tecámac,Ojo de Agua,1,17,1,53.65,0.58,7,1
2023-01-10,Cuautitlán Izcalli,La Perla,1,6,1,53.65,0.52,8,0
2023-01-10,Iztapalapa (CDMX),San Lorenzo Tezonco,1,12,1,53.65,0.62,11,1
2023-01-10,Iztapalapa (CDMX),Santa María Aztahuacán,1,17,1,53.65,0.62,0,1
2023-01-10,Tlalpan (CDMX),Padierna,1,6,1,53.65,0.4,1,0
2023-01-10,Coyoacán (CDMX),Los Reyes,1,14,1,53.65,0.3,2,0
2023-01-11,Nicolás Romero,Lomas de San Miguel,2,7,1,53.65,0.85,4,1
2023-01-11,Nicolás Romero,Progreso Industrial,2,9,1,53.65,0.85,9,0
2023-01-11,Nicolás Romero,La Colmena,2,14,1,53.65,0.85,8,1
2023-01-11,Nicolás Romero,San José el Vidrio,2,19,1,53.65,0.85,8,1
2023-01-11,Nicolás Romero,Loma del Río,2,20,1,53.65,0.85,9,1
2023-01-11,Ecatepec,Ciudad Azteca,2,7,1,53.65,0.8,11,1
2023-01-11,Ecatepec,San Cristóbal,2,20,1,53.65,0.8,11,1
2023-01-11,Ecatepec,Las Américas,2,20,1,53.65,0.8,9,1
2023-01-11,Chimalhuacán,San Lorenzo,2,6,1,53.65,0.78,8,0
2023-01-11,Chimalhuacán,Xochiaca,2,13,1,53.65,0.78,17,1
2023-01-11,Naucalpan,El Molinito,2,17,1,53.65,0.7,8,0
2023-01-11,Naucalpan,San Mateo,2,12,1,53.65,0.7,6,0
2023-01-11,Tlalnepantla,San Juan Ixhuatepec,2,13,1,53.65,0.66,4,0
2023-01-11,Tlalnepantla,La Loma,2,12,1,53.65,0.66,9,1
2023-01-11,Tecámac,Ojo de Agua,2,8,1,53.65,0.58,3,1
2023-01-11,Cuautitlán Izcalli,La Perla,2,18,1,53.65,0.52,6,1
2023-01-11,Iztapalapa (CDMX),San Lorenzo Tezonco,2,20,1,53.65,0.62,6,1
2023-01-11,Iztapalapa (CDMX),Santa María Aztahuacán,2,12,1,53.65,0.62,14,1
2023-01-11,Tlalpan (CDMX),Padierna,2,7,1,53.65,0.4,1,1
2023-01-11,Coyoacán (CDMX),Los Reyes,2,12,1,53.65,0.3,1,0
2023-01-12,Nicolás Romero,Lomas de San Miguel,3,15,1,53.65,0.85,12,1
2023-01-12,Nicolás Romero,Progreso Industrial,3,14,1,53.65,0.85,11,1
2023-01-12,Nicolás Romero,La Colmena,3,12,1,53.65,0.85,8,1
2023-01-12,Nicolás Romero,San José el Vidrio,3,8,1,53.65,0.85,3,1
2023-01-12,Nicolás Romero,Loma del Río,3,19,1,53.65,0.85,5,1
2023-01-12,Ecatepec,Ciudad Azteca,3,10,1,53.65,0.8,7,0
2023-01-12,Ecatepec,San Cristóbal,3,8,1,53.65,0.8,13,1
2023-01-12,Ecatepec,Las Américas,3,17,1,53.65,0.8,6,1
2023-01-12,Chimalhuacán,San Lorenzo,3,19,1,53.65,0.78,12,1
2023-01-12,Chimalhuacán,Xochiaca,3,6,1,53.65,0.78,5,0
2023-01-12,Naucalpan,El Molinito,3,10,1,53.65,0.7,3,0
2023-01-12,Naucalpan,San Mateo,3,17,1,53.65,0.7,10,0
2023-01-12,Tlalnepantla,San Juan Ixhuatepec,3,19,1,53.65,0.66,3,0
2023-01-12,Tlalnepantla,La Loma,3,13,1,53.65,0.66,6,0
2023-01-12,Tecámac,Ojo de Agua,3,20,1,53.65,0.58,0,0
2023-01-12,Cuautitlán Izcalli,La Perla,3,9,1,53.65,0.52,2,0
2023-01-12,Iztapalapa (CDMX),San Lorenzo Tezonco,3,19,1,53.65,0.62,7,0
2023-01-12,Iztapalapa (CDMX),Santa María Aztahuacán,3,13,1,53.65,0.62,3,0
2023-01-12,Tlalpan (CDMX),Padierna,3,16,1,53.65,0.4,1,0
2023-01-12,Coyoacán (CDMX),Los Reyes,3,10,1,53.65,0.3,1,0
2023-01-13,Nicolás Romero,Lomas de San Miguel,4,8,1,53.65,0.85,8,1
2023-01-13,Nicolás Romero,Progreso Industrial,4,10,1,53.65,0.85,6,0
2023-01-13,Nicolás Romero,La Colmena,4,21,1,53.65,0.85,10,0
2023-01-13,Nicolás Romero,San José el Vidrio,4,19,1,53.65,0.85,13,0
2023-01-13,Nicolás Romero,Loma del Río,4,10,1,53.65,0.85,9,0
2023-01-13,Ecatepec,Ciudad Azteca,4,9,1,53.65,0.8,8,1
2023-01-13,Ecatepec,San Cristóbal,4,6,1,53.65,0.8,9,1
2023-01-13,Ecatepec,Las Américas,4,6,1,53.65,0.8,7,1
2023-01-13,Chimalhuacán,San Lorenzo,4,15,1,53.65,0.78,13,0
2023-01-13,Chimalhuacán,Xochiaca,4,11,1,53.65,0.78,17,1
2023-01-13,Naucalpan,El Molinito,4,18,1,53.65,0.7,9,0
2023-01-13,Naucalpan,San Mateo,4,13,1,53.65,0.7,7,0
2023-01-13,Tlalnepantla,San Juan Ixhuatepec,4,18,1,53.65,0.66,7,0
2023-01-13,Tlalnepantla,La Loma,4,16,1,53.65,0.66,6,0
2023-01-13,Tecámac,Ojo de Agua,4,18,1,53.65,0.58,5,1
2023-01-13,Cuautitlán Izcalli,La Perla,4,18,1,53.65,0.52,3,0
2023-01-13,Iztapalapa (CDMX),San Lorenzo Tezonco,4,21,1,53.65,0.62,5,0
2023-01-13,Iztapalapa (CDMX),Santa María Aztahuacán,4,6,1,53.65,0.62,3,1
2023-01-13,Tlalpan (CDMX),Padierna,4,21,1,53.65,0.4,0,0
2023-01-13,Coyoacán (CDMX),Los Reyes,4,12,1,53.65,0.3,2,0
2023-01-14,Nicolás Romero,Lomas de San Miguel,5,15,1,53.65,0.85,8,0
2023-01-14,Nicolás Romero,Progreso Industrial,5,11,1,53.65,0.85,10,1
2023-01-14,Nicolás Romero,La Colmena,5,8,1,53.65,0.85,5,1
2023-01-14,Nicolás Romero,San José el Vidrio,5,7,1,53.65,0.85,12,1
2023-01-14,Nicolás Romero,Loma del Río,5,18,1,53.65,0.85,5,1
2023-01-14,Ecatepec,Ciudad Azteca,5,8,1,53.65,0.8,11,1
2023-01-14,Ecatepec,San Cristóbal,5,13,1,53.65,0.8,13,1
2023-01-14,Ecatepec,Las Américas,5,20,1,53.65,0.8,7,0
2023-01-14,Chimalhuacán,San Lorenzo,5,11,1,53.65,0.78,7,1
2023-01-14,Chimalhuacán,Xochiaca,5,15,1,53.65,0.78,8,1
2023-01-14,Naucalpan,El Molinito,5,13,1,53.65,0.7,5,0
2023-01-14,Naucalpan,San Mateo,5,12,1,53.65,0.7,3,1
2023-01-14,Tlalnepantla,San Juan Ixhuatepec,5,7,1,53.65,0.66,1,0
2023-01-14,Tlalnepantla,La Loma,5,14,1,53.65,0.66,2,0
2023-01-14,Tecámac,Ojo de Agua,5,10,1,53.65,0.58,4,0
2023-01-14,Cuautitlán Izcalli,La Perla,5,11,1,53.65,0.52,0,1
2023-01-14,Iztapalapa (CDMX),San Lorenzo Tezonco,5,10,1,53.65,0.62,5,0
2023-01-14,Iztapalapa (CDMX),Santa María Aztahuacán,5,7,1,53.65,0.62,2,0
2023-01-14,Tlalpan (CDMX),Padierna,5,6,1,53.65,0.4,1,0
2023-01-14,Coyoacán (CDMX),Los Reyes,5,15,1,53.65,0.3,2,0
2023-01-15,Nicolás Romero,Lomas de San Miguel,6,19,1,53.65,0.85,7,1
2023-01-15,Nicolás Romero,Progreso Industrial,6,6,1,53.65,0.85,13,1
2023-01-15,Nicolás Romero,La Colmena,6,12,1,53.65,0.85,12,1
2023-01-15,Nicolás Romero,San José el Vidrio,6,21,1,53.65,0.85,12,1
2023-01-15,Nicolás Romero,Loma del Río,6,11,1,53.65,0.85,1,1
2023-01-15,Ecatepec,Ciudad Azteca,6,15,1,53.65,0.8,7,0
2023-01-15,Ecatepec,San Cristóbal,6,19,1,53.65,0.8,11,0
2023-01-15,Ecatepec,Las Américas,6,8,1,53.65,0.8,12,0
2023-01-15,Chimalhuacán,San Lorenzo,6,11,1,53.65,0.78,7,0
2023-01-15,Chimalhuacán,Xochiaca,6,6,1,53.65,0.78,9,1
2023-01-15,Naucalpan,El Molinito,6,7,1,53.65,0.7,3,0
2023-01-15,Naucalpan,San Mateo,6,18,1,53.65,0.7,7,0
2023-01-15,Tlalnepantla,San Juan Ixhuatepec,6,10,1,53.65,0.66,4,0
2023-01-15,Tlalnepantla,La Loma,6,17,1,53.65,0.66,3,1
2023-01-15,Tecámac,Ojo de Agua,6,20,1,53.65,0.58,3,1
2023-01-15,Cuautitlán Izcalli,La Perla,6,15,1,53.65,0.52,1,0
2023-01-15,Iztapalapa (CDMX),San Lorenzo Tezonco,6,15,1,53.65,0.62,5,0
2023-01-15,Iztapalapa (CDMX),Santa María Aztahuacán,6,6,1,53.65,0.62,6,1
2023-01-15,Tlalpan (CDMX),Padierna,6,15,1,53.65,0.4,0,0
2023-01-15,Coyoacán (CDMX),Los Reyes,6,15,1,53.65,0.3,1,0
2023-01-16,Nicolás Romero,Lomas de San Miguel,0,14,1,53.31,0.85,10,1
2023-01-16,Nicolás Romero,Progreso Industrial,0,20,1,53.31,0.85,7,1
2023-01-16,Nicolás Romero,La Colmena,0,19,1,53.31,0.85,11,1
2023-01-16,Nicolás Romero,San José el Vidrio,0,19,1,53.31,0.85,14,1
2023-01-16,Nicolás Romero,Loma del Río,0,13,1,53.31,0.85,8,1
2023-01-16,Ecatepec,Ciudad Azteca,0,8,1,53.31,0.8,8,0
2023-01-16,Ecatepec,San Cristóbal,0,18,1,53.31,0.8,16,1
2023-01-16,Ecatepec,Las Américas,0,17,1,53.31,0.8,10,1
2023-01-16,Chimalhuacán,San Lorenzo,0,10,1,53.31,0.78,15,1
2023-01-16,Chimalhuacán,Xochiaca,0,14,1,53.31,0.78,7,1
2023-01-16,Naucalpan,El Molinito,0,19,1,53.31,0.7,11,1
2023-01-16,Naucalpan,San Mateo,0,21,1,53.31,0.7,5,0
2023-01-16,Tlalnepantla,San Juan Ixhuatepec,0,13,1,53.31,0.66,2,1
2023-01-16,Tlalnepantla,La Loma,0,15,1,53.31,0.66,10,1
2023-01-16,Tecámac,Ojo de Agua,0,20,1,53.31,0.58,5,0
2023-01-16,Cuautitlán Izcalli,La Perla,0,20,1,53.31,0.52,6,1
2023-01-16,Iztapalapa (CDMX),San Lorenzo Tezonco,0,17,1,53.31,0.62,8,0
2023-01-16,Iztapalapa (CDMX),Santa María Aztahuacán,0,10,1,53.31,0.62,1,0
2023-01-16,Tlalpan (CDMX),Padierna,0,19,1,53.31,0.4,1,0
2023-01-16,Coyoacán (CDMX),Los Reyes,0,14,1,53.31,0.3,0,0
2023-01-17,Nicolás Romero,Lomas de San Miguel,1,18,1,53.31,0.85,19,1
2023-01-17,Nicolás Romero,Progreso Industrial,1,10,1,53.31,0.85,9,1
2023-01-17,Nicolás Romero,La Colmena,1,18,1,53.31,0.85,9,1
2023-01-17,Nicolás Romero,San José el Vidrio,1,21,1,53.31,0.85,13,1
2023-01-17,Nicolás Romero,Loma del Río,1,9,1,53.31,0.85,9,0
2023-01-17,Ecatepec,Ciudad Azteca,1,9,1,53.31,0.8,9,1
2023-01-17,Ecatepec,San Cristóbal,1,10,1,53.31,0.8,13,1
2023-01-17,Ecatepec,Las Américas,1,6,1,53.31,0.8,11,1
